algo,seed,step,ep_reward,ep_length,collision,success
SAC,0,45292,,,1.0,0.0
SAC,0,45311,,,1.0,0.0
SAC,0,45511,,,0.0,1.0
SAC,0,45511,,159.11,,
SAC,0,45511,121.898026,,,
SAC,0,45511,,,,
SAC,0,45511,,,,
SAC,0,45511,,,,
SAC,0,45511,,,,
SAC,0,45511,,,,
SAC,0,45511,,,,
SAC,0,45711,,,0.0,1.0
SAC,0,45911,,,0.0,1.0
SAC,0,46111,,,0.0,1.0
SAC,0,46311,,,0.0,1.0
SAC,0,46311,,161.68,,
SAC,0,46311,123.640915,,,
SAC,0,46311,,,,
SAC,0,46311,,,,
SAC,0,46311,,,,
SAC,0,46311,,,,
SAC,0,46311,,,,
SAC,0,46311,,,,
SAC,0,46511,,,0.0,1.0
SAC,0,46551,,,1.0,0.0
SAC,0,46751,,,0.0,1.0
SAC,0,46943,,,1.0,0.0
SAC,0,46943,,164.09,,
SAC,0,46943,125.302734,,,
SAC,0,46943,,,,
SAC,0,46943,,,,
SAC,0,46943,,,,
SAC,0,46943,,,,
SAC,0,46943,,,,
SAC,0,46943,,,,
SAC,0,47143,,,0.0,1.0
SAC,0,47343,,,0.0,1.0
SAC,0,47522,,,1.0,0.0
SAC,0,47722,,,0.0,1.0
SAC,0,47780,,,1.0,0.0
SAC,0,47722,,165.87,,
SAC,0,47722,126.48281,,,
SAC,0,47722,,,,
SAC,0,47722,,,,
SAC,0,47722,,,,
SAC,0,47722,,,,
SAC,0,47722,,,,
SAC,0,47722,,,,
SAC,0,47980,,,0.0,1.0
SAC,0,48180,,,0.0,1.0
SAC,0,48264,,,1.0,0.0
SAC,0,48264,,163.29,,
SAC,0,48264,124.66942,,,
SAC,0,48264,,,,
SAC,0,48264,,,,
SAC,0,48264,,,,
SAC,0,48264,,,,
SAC,0,48264,,,,
SAC,0,48264,,,,
SAC,0,48464,,,0.0,1.0
SAC,0,48664,,,0.0,1.0
SAC,0,48864,,,0.0,1.0
SAC,0,49064,,,0.0,1.0
SAC,0,49064,,165.99,,
SAC,0,49064,126.48882,,,
SAC,0,49064,,,,
SAC,0,49064,,,,
SAC,0,49064,,,,
SAC,0,49064,,,,
SAC,0,49064,,,,
SAC,0,49064,,,,
SAC,0,49264,,,0.0,1.0
SAC,0,49464,,,0.0,1.0
SAC,0,49546,,,1.0,0.0
SAC,0,49746,,,0.0,1.0
SAC,0,49746,,166.59,,
SAC,0,49746,126.92568,,,
SAC,0,49746,,,,
SAC,0,49746,,,,
SAC,0,49746,,,,
SAC,0,49746,,,,
SAC,0,49746,,,,
SAC,0,49746,,,,
SAC,0,49946,,,0.0,1.0
SAC,0,50023,,,1.0,0.0
SAC,0,50000,,,,
SAC,0,50000,,,,
SAC,0,50000,,,,
SAC,0,50000,,,,
SAC,0,50000,,,,
SAC,0,50000,,,,
SAC,0,50000,,,,
SAC,0,50223,,,0.0,1.0
SAC,0,50423,,,0.0,1.0
SAC,0,50423,,168.56,,
SAC,0,50423,128.31946,,,
SAC,0,50423,,,,
SAC,0,50423,,,,
SAC,0,50423,,,,
SAC,0,50423,,,,
SAC,0,50423,,,,
SAC,0,50423,,,,
SAC,0,50623,,,0.0,1.0
SAC,0,50823,,,0.0,1.0
SAC,0,51023,,,0.0,1.0
SAC,0,51223,,,0.0,1.0
SAC,0,51223,,171.88,,
SAC,0,51223,130.9304,,,
SAC,0,51223,,,,
SAC,0,51223,,,,
SAC,0,51223,,,,
SAC,0,51223,,,,
SAC,0,51223,,,,
SAC,0,51223,,,,
SAC,0,51423,,,0.0,1.0
SAC,0,51565,,,1.0,0.0
SAC,0,51765,,,0.0,1.0
SAC,0,51965,,,0.0,1.0
SAC,0,51965,,173.09,,
SAC,0,51965,131.75552,,,
SAC,0,51965,,,,
SAC,0,51965,,,,
SAC,0,51965,,,,
SAC,0,51965,,,,
SAC,0,51965,,,,
SAC,0,51965,,,,
SAC,0,51983,,,1.0,0.0
SAC,0,52183,,,0.0,1.0
SAC,0,52304,,,1.0,0.0
SAC,0,52332,,,1.0,0.0
SAC,0,52332,,169.41,,
SAC,0,52332,129.05142,,,
SAC,0,52332,,,,
SAC,0,52332,,,,
SAC,0,52332,,,,
SAC,0,52332,,,,
SAC,0,52332,,,,
SAC,0,52332,,,,
SAC,0,52486,,,1.0,0.0
SAC,0,52553,,,1.0,0.0
SAC,0,52753,,,0.0,1.0
SAC,0,52953,,,0.0,1.0
SAC,0,52953,,170.85,,
SAC,0,52953,130.19022,,,
SAC,0,52953,,,,
SAC,0,52953,,,,
SAC,0,52953,,,,
SAC,0,52953,,,,
SAC,0,52953,,,,
SAC,0,52953,,,,
SAC,0,53042,,,1.0,0.0
SAC,0,53188,,,1.0,0.0
SAC,0,53388,,,0.0,1.0
SAC,0,53588,,,0.0,1.0
SAC,0,53588,,169.33,,
SAC,0,53588,129.0187,,,
SAC,0,53588,,,,
SAC,0,53588,,,,
SAC,0,53588,,,,
SAC,0,53588,,,,
SAC,0,53588,,,,
SAC,0,53588,,,,
SAC,0,53788,,,0.0,1.0
SAC,0,53917,,,1.0,0.0
SAC,0,54117,,,0.0,1.0
SAC,0,54317,,,0.0,1.0
SAC,0,54317,,171.05,,
SAC,0,54317,130.2819,,,
SAC,0,54317,,,,
SAC,0,54317,,,,
SAC,0,54317,,,,
SAC,0,54317,,,,
SAC,0,54317,,,,
SAC,0,54317,,,,
SAC,0,54517,,,0.0,1.0
SAC,0,54717,,,0.0,1.0
SAC,0,54857,,,0.0,0.0
SAC,0,55013,,,1.0,0.0
SAC,0,55000,,,,
SAC,0,55000,,,,
SAC,0,55000,,,,
SAC,0,55000,,,,
SAC,0,55000,,,,
SAC,0,55000,,,,
SAC,0,55000,,,,
SAC,0,55013,,172.16,,
SAC,0,55013,130.8177,,,
SAC,0,55013,,,,
SAC,0,55013,,,,
SAC,0,55013,,,,
SAC,0,55013,,,,
SAC,0,55013,,,,
SAC,0,55013,,,,
SAC,0,55087,,,1.0,0.0
SAC,0,55287,,,0.0,1.0
SAC,0,55487,,,0.0,1.0
SAC,0,55534,,,1.0,0.0
SAC,0,55534,,169.37,,
SAC,0,55534,128.55927,,,
SAC,0,55534,,,,
SAC,0,55534,,,,
SAC,0,55534,,,,
SAC,0,55534,,,,
SAC,0,55534,,,,
SAC,0,55534,,,,
SAC,0,55734,,,0.0,1.0
SAC,0,55934,,,0.0,1.0
SAC,0,55954,,,1.0,0.0
SAC,0,55980,,,1.0,0.0
SAC,0,55980,,165.83,,
SAC,0,55980,126.00023,,,
SAC,0,55980,,,,
SAC,0,55980,,,,
SAC,0,55980,,,,
SAC,0,55980,,,,
SAC,0,55980,,,,
SAC,0,55980,,,,
SAC,0,56180,,,0.0,1.0
SAC,0,56198,,,1.0,0.0
SAC,0,56398,,,0.0,1.0
SAC,0,56447,,,1.0,0.0
SAC,0,56447,,165.7,,
SAC,0,56447,126.12388,,,
SAC,0,56447,,,,
SAC,0,56447,,,,
SAC,0,56447,,,,
SAC,0,56447,,,,
SAC,0,56447,,,,
SAC,0,56447,,,,
SAC,0,56647,,,0.0,1.0
SAC,0,56847,,,0.0,1.0
SAC,0,57047,,,0.0,1.0
SAC,0,57247,,,0.0,1.0
SAC,0,57271,,,1.0,0.0
SAC,0,57247,,168.22,,
SAC,0,57247,128.0707,,,
SAC,0,57247,,,,
SAC,0,57247,,,,
SAC,0,57247,,,,
SAC,0,57247,,,,
SAC,0,57247,,,,
SAC,0,57247,,,,
SAC,0,57471,,,0.0,1.0
SAC,0,57671,,,0.0,1.0
SAC,0,57871,,,0.0,1.0
SAC,0,57871,,166.46,,
SAC,0,57871,126.729416,,,
SAC,0,57871,,,,
SAC,0,57871,,,,
SAC,0,57871,,,,
SAC,0,57871,,,,
SAC,0,57871,,,,
SAC,0,57871,,,,
SAC,0,58071,,,0.0,1.0
SAC,0,58271,,,0.0,1.0
SAC,0,58471,,,0.0,1.0
SAC,0,58621,,,0.0,0.0
SAC,0,58621,,165.96,,
SAC,0,58621,126.13154,,,
SAC,0,58621,,,,
SAC,0,58621,,,,
SAC,0,58621,,,,
SAC,0,58621,,,,
SAC,0,58621,,,,
SAC,0,58621,,,,
SAC,0,58821,,,0.0,1.0
SAC,0,59021,,,0.0,1.0
SAC,0,59041,,,1.0,0.0
SAC,0,59241,,,0.0,1.0
SAC,0,59241,,164.9,,
SAC,0,59241,125.35638,,,
SAC,0,59241,,,,
SAC,0,59241,,,,
SAC,0,59241,,,,
SAC,0,59241,,,,
SAC,0,59241,,,,
SAC,0,59241,,,,
SAC,0,59383,,,1.0,0.0
SAC,0,59583,,,0.0,1.0
SAC,0,59778,,,1.0,0.0
SAC,0,59968,,,1.0,0.0
SAC,0,59968,,165.18,,
SAC,0,59968,125.5634,,,
SAC,0,59968,,,,
SAC,0,59968,,,,
SAC,0,59968,,,,
SAC,0,59968,,,,
SAC,0,59968,,,,
SAC,0,59968,,,,
SAC,0,60000,,,,
SAC,0,60000,,,,
SAC,0,60000,,,,
SAC,0,60000,,,,
SAC,0,60000,,,,
SAC,0,60000,,,,
SAC,0,60000,,,,
SAC,0,60168,,,0.0,1.0
SAC,0,60368,,,0.0,1.0
SAC,0,60568,,,0.0,1.0
SAC,0,60768,,,0.0,1.0
SAC,0,60768,,165.18,,
SAC,0,60768,125.4963,,,
SAC,0,60768,,,,
SAC,0,60768,,,,
SAC,0,60768,,,,
SAC,0,60768,,,,
SAC,0,60768,,,,
SAC,0,60768,,,,
SAC,0,60968,,,0.0,1.0
SAC,0,61168,,,0.0,1.0
SAC,0,61368,,,0.0,1.0
SAC,0,61568,,,0.0,1.0
SAC,0,61568,,165.18,,
SAC,0,61568,125.62116,,,
SAC,0,61568,,,,
SAC,0,61568,,,,
SAC,0,61568,,,,
SAC,0,61568,,,,
SAC,0,61568,,,,
SAC,0,61568,,,,
SAC,0,61768,,,0.0,1.0
SAC,0,61968,,,0.0,1.0
SAC,0,61999,,,0.0,0.0
SAC,0,62199,,,0.0,1.0
SAC,0,62199,,166.88,,
SAC,0,62199,126.880394,,,
SAC,0,62199,,,,
SAC,0,62199,,,,
SAC,0,62199,,,,
SAC,0,62199,,,,
SAC,0,62199,,,,
SAC,0,62199,,,,
SAC,0,62399,,,0.0,1.0
SAC,0,62599,,,0.0,1.0
SAC,0,62799,,,0.0,1.0
SAC,0,62994,,,1.0,0.0
SAC,0,62994,,166.83,,
SAC,0,62994,126.82881,,,
SAC,0,62994,,,,
SAC,0,62994,,,,
SAC,0,62994,,,,
SAC,0,62994,,,,
SAC,0,62994,,,,
SAC,0,62994,,,,
SAC,0,63194,,,0.0,1.0
SAC,0,63263,,,1.0,0.0
SAC,0,63463,,,0.0,1.0
SAC,0,63663,,,0.0,1.0
SAC,0,63663,,167.2,,
SAC,0,63663,127.343124,,,
SAC,0,63663,,,,
SAC,0,63663,,,,
SAC,0,63663,,,,
SAC,0,63663,,,,
SAC,0,63663,,,,
SAC,0,63663,,,,
SAC,0,63863,,,0.0,1.0
SAC,0,64063,,,0.0,1.0
SAC,0,64263,,,0.0,1.0
SAC,0,64463,,,0.0,1.0
SAC,0,64463,,167.41,,
SAC,0,64463,127.72945,,,
SAC,0,64463,,,,
SAC,0,64463,,,,
SAC,0,64463,,,,
SAC,0,64463,,,,
SAC,0,64463,,,,
SAC,0,64463,,,,
SAC,0,64663,,,0.0,1.0
SAC,0,64863,,,0.0,1.0
SAC,0,65063,,,0.0,1.0
SAC,0,65000,,,,
SAC,0,65000,,,,
SAC,0,65000,,,,
SAC,0,65000,,,,
SAC,0,65000,,,,
SAC,0,65000,,,,
SAC,0,65000,,,,
SAC,0,65263,,,0.0,1.0
SAC,0,65263,,169.99,,
SAC,0,65263,129.76503,,,
SAC,0,65263,,,,
SAC,0,65263,,,,
SAC,0,65263,,,,
SAC,0,65263,,,,
SAC,0,65263,,,,
SAC,0,65263,,,,
SAC,0,65463,,,0.0,1.0
SAC,0,65640,,,0.0,0.0
SAC,0,65840,,,0.0,1.0
SAC,0,66040,,,0.0,1.0
SAC,0,66040,,169.76,,
SAC,0,66040,129.69348,,,
SAC,0,66040,,,,
SAC,0,66040,,,,
SAC,0,66040,,,,
SAC,0,66040,,,,
SAC,0,66040,,,,
SAC,0,66040,,,,
SAC,0,66240,,,0.0,1.0
SAC,0,66440,,,0.0,1.0
SAC,0,66640,,,0.0,1.0
SAC,0,66683,,,1.0,0.0
SAC,0,66683,,169.37,,
SAC,0,66683,129.52658,,,
SAC,0,66683,,,,
SAC,0,66683,,,,
SAC,0,66683,,,,
SAC,0,66683,,,,
SAC,0,66683,,,,
SAC,0,66683,,,,
SAC,0,66883,,,0.0,1.0
SAC,0,67083,,,0.0,1.0
SAC,0,67283,,,0.0,1.0
SAC,0,67483,,,0.0,1.0
SAC,0,67483,,170.6,,
SAC,0,67483,130.63217,,,
SAC,0,67483,,,,
SAC,0,67483,,,,
SAC,0,67483,,,,
SAC,0,67483,,,,
SAC,0,67483,,,,
SAC,0,67483,,,,
SAC,0,67683,,,0.0,1.0
SAC,0,67883,,,0.0,1.0
SAC,0,68083,,,0.0,1.0
SAC,0,68283,,,0.0,1.0
SAC,0,68283,,170.6,,
SAC,0,68283,130.52364,,,
SAC,0,68283,,,,
SAC,0,68283,,,,
SAC,0,68283,,,,
SAC,0,68283,,,,
SAC,0,68283,,,,
SAC,0,68283,,,,
SAC,0,68483,,,0.0,1.0
SAC,0,68683,,,0.0,1.0
SAC,0,68883,,,0.0,1.0
SAC,0,69083,,,0.0,1.0
SAC,0,69083,,171.18,,
SAC,0,69083,130.9799,,,
SAC,0,69083,,,,
SAC,0,69083,,,,
SAC,0,69083,,,,
SAC,0,69083,,,,
SAC,0,69083,,,,
SAC,0,69083,,,,
SAC,0,69257,,,1.0,0.0
SAC,0,69457,,,0.0,1.0
SAC,0,69488,,,1.0,0.0
SAC,0,69688,,,0.0,1.0
SAC,0,69688,,173.56,,
SAC,0,69688,132.83997,,,
SAC,0,69688,,,,
SAC,0,69688,,,,
SAC,0,69688,,,,
SAC,0,69688,,,,
SAC,0,69688,,,,
SAC,0,69688,,,,
SAC,0,69888,,,0.0,1.0
SAC,0,70088,,,0.0,1.0
SAC,0,70000,,,,
SAC,0,70000,,,,
SAC,0,70000,,,,
SAC,0,70000,,,,
SAC,0,70000,,,,
SAC,0,70000,,,,
SAC,0,70000,,,,
SAC,0,70288,,,0.0,1.0
SAC,0,70488,,,0.0,1.0
SAC,0,70488,,175.35,,
SAC,0,70488,134.23485,,,
SAC,0,70488,,,,
SAC,0,70488,,,,
SAC,0,70488,,,,
SAC,0,70488,,,,
SAC,0,70488,,,,
SAC,0,70488,,,,
SAC,0,70688,,,0.0,1.0
SAC,0,70888,,,0.0,1.0
SAC,0,71088,,,0.0,1.0
SAC,0,71288,,,0.0,1.0
SAC,0,71288,,177.0,,
SAC,0,71288,135.46593,,,
SAC,0,71288,,,,
SAC,0,71288,,,,
SAC,0,71288,,,,
SAC,0,71288,,,,
SAC,0,71288,,,,
SAC,0,71288,,,,
SAC,0,71488,,,0.0,1.0
SAC,0,71678,,,1.0,0.0
SAC,0,71878,,,0.0,1.0
SAC,0,72078,,,0.0,1.0
SAC,0,72078,,177.61,,
SAC,0,72078,136.0661,,,
SAC,0,72078,,,,
SAC,0,72078,,,,
SAC,0,72078,,,,
SAC,0,72078,,,,
SAC,0,72078,,,,
SAC,0,72078,,,,
SAC,0,72231,,,1.0,0.0
SAC,0,72431,,,0.0,1.0
SAC,0,72611,,,1.0,0.0
SAC,0,72811,,,0.0,1.0
SAC,0,72811,,177.98,,
SAC,0,72811,136.46796,,,
SAC,0,72811,,,,
SAC,0,72811,,,,
SAC,0,72811,,,,
SAC,0,72811,,,,
SAC,0,72811,,,,
SAC,0,72811,,,,
SAC,0,73011,,,0.0,1.0
SAC,0,73056,,,1.0,0.0
SAC,0,73256,,,0.0,1.0
SAC,0,73456,,,0.0,1.0
SAC,0,73456,,179.22,,
SAC,0,73456,137.56519,,,
SAC,0,73456,,,,
SAC,0,73456,,,,
SAC,0,73456,,,,
SAC,0,73456,,,,
SAC,0,73456,,,,
SAC,0,73456,,,,
SAC,0,73490,,,1.0,0.0
SAC,0,73690,,,0.0,1.0
SAC,0,73890,,,0.0,1.0
SAC,0,74090,,,0.0,1.0
SAC,0,74090,,181.1,,
SAC,0,74090,138.9455,,,
SAC,0,74090,,,,
SAC,0,74090,,,,
SAC,0,74090,,,,
SAC,0,74090,,,,
SAC,0,74090,,,,
SAC,0,74090,,,,
SAC,0,74290,,,0.0,1.0
SAC,0,74490,,,0.0,1.0
SAC,0,74690,,,0.0,1.0
SAC,0,74701,,,1.0,0.0
SAC,0,74701,,182.54,,
SAC,0,74701,140.05722,,,
SAC,0,74701,,,,
SAC,0,74701,,,,
SAC,0,74701,,,,
SAC,0,74701,,,,
SAC,0,74701,,,,
SAC,0,74701,,,,
SAC,0,74847,,,1.0,0.0
SAC,0,74872,,,1.0,0.0
SAC,0,75072,,,0.0,1.0
SAC,0,75000,,,,
SAC,0,75000,,,,
SAC,0,75000,,,,
SAC,0,75000,,,,
SAC,0,75000,,,,
SAC,0,75000,,,,
SAC,0,75000,,,,
SAC,0,75272,,,0.0,1.0
SAC,0,75296,,,1.0,0.0
SAC,0,75272,,180.25,,
SAC,0,75272,138.27385,,,
SAC,0,75272,,,,
SAC,0,75272,,,,
SAC,0,75272,,,,
SAC,0,75272,,,,
SAC,0,75272,,,,
SAC,0,75272,,,,
SAC,0,75322,,,1.0,0.0
SAC,0,75522,,,0.0,1.0
SAC,0,75722,,,0.0,1.0
SAC,0,75722,,178.51,,
SAC,0,75722,137.08351,,,
SAC,0,75722,,,,
SAC,0,75722,,,,
SAC,0,75722,,,,
SAC,0,75722,,,,
SAC,0,75722,,,,
SAC,0,75722,,,,
SAC,0,75922,,,0.0,1.0
SAC,0,76122,,,0.0,1.0
SAC,0,76322,,,0.0,1.0
SAC,0,76522,,,0.0,1.0
SAC,0,76522,,179.01,,
SAC,0,76522,137.57419,,,
SAC,0,76522,,,,
SAC,0,76522,,,,
SAC,0,76522,,,,
SAC,0,76522,,,,
SAC,0,76522,,,,
SAC,0,76522,,,,
SAC,0,76722,,,0.0,1.0
SAC,0,76779,,,1.0,0.0
SAC,0,76794,,,1.0,0.0
SAC,0,76994,,,0.0,1.0
SAC,0,76994,,177.53,,
SAC,0,76994,136.74811,,,
SAC,0,76994,,,,
SAC,0,76994,,,,
SAC,0,76994,,,,
SAC,0,76994,,,,
SAC,0,76994,,,,
SAC,0,76994,,,,
SAC,0,77088,,,1.0,0.0
SAC,0,77288,,,0.0,1.0
SAC,0,77344,,,1.0,0.0
SAC,0,77544,,,0.0,1.0
SAC,0,77544,,175.76,,
SAC,0,77544,135.52904,,,
SAC,0,77544,,,,
SAC,0,77544,,,,
SAC,0,77544,,,,
SAC,0,77544,,,,
SAC,0,77544,,,,
SAC,0,77544,,,,
SAC,0,77744,,,0.0,1.0
SAC,0,77944,,,0.0,1.0
SAC,0,78144,,,0.0,1.0
SAC,0,78344,,,0.0,1.0
SAC,0,78344,,175.76,,
SAC,0,78344,135.70668,,,
SAC,0,78344,,,,
SAC,0,78344,,,,
SAC,0,78344,,,,
SAC,0,78344,,,,
SAC,0,78344,,,,
SAC,0,78344,,,,
SAC,0,78544,,,0.0,1.0
SAC,0,78560,,,1.0,0.0
SAC,0,78760,,,0.0,1.0
SAC,0,78775,,,1.0,0.0
SAC,0,78775,,172.07,,
SAC,0,78775,133.04065,,,
SAC,0,78775,,,,
SAC,0,78775,,,,
SAC,0,78775,,,,
SAC,0,78775,,,,
SAC,0,78775,,,,
SAC,0,78775,,,,
SAC,0,78975,,,0.0,1.0
SAC,0,79175,,,0.0,1.0
SAC,0,79375,,,0.0,1.0
SAC,0,79575,,,0.0,1.0
SAC,0,79575,,173.76,,
SAC,0,79575,134.38402,,,
SAC,0,79575,,,,
SAC,0,79575,,,,
SAC,0,79575,,,,
SAC,0,79575,,,,
SAC,0,79575,,,,
SAC,0,79575,,,,
SAC,0,79775,,,0.0,1.0
SAC,0,79975,,,0.0,1.0
SAC,0,80000,,,,
SAC,0,80000,,,,
SAC,0,80000,,,,
SAC,0,80000,,,,
SAC,0,80000,,,,
SAC,0,80000,,,,
SAC,0,80000,,,,
SAC,0,80070,,,0.0,0.0
SAC,0,80270,,,0.0,1.0
SAC,0,80270,,172.76,,
SAC,0,80270,133.73401,,,
SAC,0,80270,,,,
SAC,0,80270,,,,
SAC,0,80270,,,,
SAC,0,80270,,,,
SAC,0,80270,,,,
SAC,0,80270,,,,
SAC,0,80470,,,0.0,1.0
SAC,0,80670,,,0.0,1.0
SAC,0,80870,,,0.0,1.0
SAC,0,81001,,,1.0,0.0
SAC,0,81001,,173.38,,
SAC,0,81001,134.18996,,,
SAC,0,81001,,,,
SAC,0,81001,,,,
SAC,0,81001,,,,
SAC,0,81001,,,,
SAC,0,81001,,,,
SAC,0,81001,,,,
SAC,0,81201,,,0.0,1.0
SAC,0,81401,,,0.0,1.0
SAC,0,81433,,,1.0,0.0
SAC,0,81633,,,0.0,1.0
SAC,0,81633,,171.7,,
SAC,0,81633,132.9997,,,
SAC,0,81633,,,,
SAC,0,81633,,,,
SAC,0,81633,,,,
SAC,0,81633,,,,
SAC,0,81633,,,,
SAC,0,81633,,,,
SAC,0,81833,,,0.0,1.0
SAC,0,81855,,,1.0,0.0
SAC,0,82055,,,0.0,1.0
SAC,0,82255,,,0.0,1.0
SAC,0,82255,,169.92,,
SAC,0,82255,131.5081,,,
SAC,0,82255,,,,
SAC,0,82255,,,,
SAC,0,82255,,,,
SAC,0,82255,,,,
SAC,0,82255,,,,
SAC,0,82255,,,,
SAC,0,82455,,,0.0,1.0
SAC,0,82655,,,0.0,1.0
SAC,0,82828,,,1.0,0.0
SAC,0,83028,,,0.0,1.0
SAC,0,83028,,169.88,,
SAC,0,83028,131.48363,,,
SAC,0,83028,,,,
SAC,0,83028,,,,
SAC,0,83028,,,,
SAC,0,83028,,,,
SAC,0,83028,,,,
SAC,0,83028,,,,
SAC,0,83228,,,0.0,1.0
SAC,0,83428,,,0.0,1.0
SAC,0,83628,,,0.0,1.0
SAC,0,83828,,,0.0,1.0
SAC,0,83828,,171.45,,
SAC,0,83828,132.54707,,,
SAC,0,83828,,,,
SAC,0,83828,,,,
SAC,0,83828,,,,
SAC,0,83828,,,,
SAC,0,83828,,,,
SAC,0,83828,,,,
SAC,0,84028,,,0.0,1.0
SAC,0,84228,,,0.0,1.0
SAC,0,84428,,,0.0,1.0
SAC,0,84628,,,0.0,1.0
SAC,0,84628,,171.45,,
SAC,0,84628,132.57414,,,
SAC,0,84628,,,,
SAC,0,84628,,,,
SAC,0,84628,,,,
SAC,0,84628,,,,
SAC,0,84628,,,,
SAC,0,84628,,,,
SAC,0,84828,,,0.0,1.0
SAC,0,85000,,,,
SAC,0,85000,,,,
SAC,0,85000,,,,
SAC,0,85000,,,,
SAC,0,85000,,,,
SAC,0,85000,,,,
SAC,0,85000,,,,
SAC,0,85028,,,0.0,1.0
SAC,0,85207,,,1.0,0.0
SAC,0,85407,,,0.0,1.0
SAC,0,85407,,171.24,,
SAC,0,85407,132.51933,,,
SAC,0,85407,,,,
SAC,0,85407,,,,
SAC,0,85407,,,,
SAC,0,85407,,,,
SAC,0,85407,,,,
SAC,0,85407,,,,
SAC,0,85607,,,0.0,1.0
SAC,0,85807,,,0.0,1.0
SAC,0,86007,,,0.0,1.0
SAC,0,86207,,,0.0,1.0
SAC,0,86207,,171.24,,
SAC,0,86207,132.69179,,,
SAC,0,86207,,,,
SAC,0,86207,,,,
SAC,0,86207,,,,
SAC,0,86207,,,,
SAC,0,86207,,,,
SAC,0,86207,,,,
SAC,0,86307,,,1.0,0.0
SAC,0,86507,,,0.0,1.0
SAC,0,86532,,,1.0,0.0
SAC,0,86732,,,0.0,1.0
SAC,0,86732,,170.44,,
SAC,0,86732,132.12604,,,
SAC,0,86732,,,,
SAC,0,86732,,,,
SAC,0,86732,,,,
SAC,0,86732,,,,
SAC,0,86732,,,,
SAC,0,86732,,,,
SAC,0,86932,,,0.0,1.0
SAC,0,87069,,,1.0,0.0
SAC,0,87269,,,0.0,1.0
SAC,0,87469,,,0.0,1.0
SAC,0,87496,,,1.0,0.0
SAC,0,87469,,169.81,,
SAC,0,87469,131.64278,,,
SAC,0,87469,,,,
SAC,0,87469,,,,
SAC,0,87469,,,,
SAC,0,87469,,,,
SAC,0,87469,,,,
SAC,0,87469,,,,
SAC,0,87696,,,0.0,1.0
SAC,0,87896,,,0.0,1.0
SAC,0,88019,,,1.0,0.0
SAC,0,88019,,167.31,,
SAC,0,88019,129.90062,,,
SAC,0,88019,,,,
SAC,0,88019,,,,
SAC,0,88019,,,,
SAC,0,88019,,,,
SAC,0,88019,,,,
SAC,0,88019,,,,
SAC,0,88091,,,1.0,0.0
SAC,0,88291,,,0.0,1.0
SAC,0,88491,,,0.0,1.0
SAC,0,88691,,,0.0,1.0
SAC,0,88691,,166.13,,
SAC,0,88691,129.0567,,,
SAC,0,88691,,,,
SAC,0,88691,,,,
SAC,0,88691,,,,
SAC,0,88691,,,,
SAC,0,88691,,,,
SAC,0,88691,,,,
SAC,0,88813,,,1.0,0.0
SAC,0,88980,,,1.0,0.0
SAC,0,89180,,,0.0,1.0
SAC,0,89184,,,0.0,0.0
SAC,0,89184,,163.73,,
SAC,0,89184,127.379135,,,
SAC,0,89184,,,,
SAC,0,89184,,,,
SAC,0,89184,,,,
SAC,0,89184,,,,
SAC,0,89184,,,,
SAC,0,89184,,,,
SAC,0,89384,,,0.0,1.0
SAC,0,89584,,,0.0,1.0
SAC,0,89699,,,1.0,0.0
SAC,0,89774,,,1.0,0.0
SAC,0,89774,,163.18,,
SAC,0,89774,127.092094,,,
SAC,0,89774,,,,
SAC,0,89774,,,,
SAC,0,89774,,,,
SAC,0,89774,,,,
SAC,0,89774,,,,
SAC,0,89774,,,,
SAC,0,89974,,,0.0,1.0
SAC,0,90000,,,,
SAC,0,90000,,,,
SAC,0,90000,,,,
SAC,0,90000,,,,
SAC,0,90000,,,,
SAC,0,90000,,,,
SAC,0,90000,,,,
SAC,0,90174,,,0.0,1.0
SAC,0,90374,,,0.0,1.0
SAC,0,90410,,,1.0,0.0
SAC,0,90410,,163.2,,
SAC,0,90410,127.17965,,,
SAC,0,90410,,,,
SAC,0,90410,,,,
SAC,0,90410,,,,
SAC,0,90410,,,,
SAC,0,90410,,,,
SAC,0,90410,,,,
SAC,0,90610,,,0.0,1.0
SAC,0,90810,,,0.0,1.0
SAC,0,90841,,,1.0,0.0
SAC,0,91041,,,0.0,1.0
SAC,0,91074,,,1.0,0.0
SAC,0,91041,,163.4,,
SAC,0,91041,127.25856,,,
SAC,0,91041,,,,
SAC,0,91041,,,,
SAC,0,91041,,,,
SAC,0,91041,,,,
SAC,0,91041,,,,
SAC,0,91041,,,,
SAC,0,91274,,,0.0,1.0
SAC,0,91474,,,0.0,1.0
SAC,0,91648,,,1.0,0.0
SAC,0,91648,,163.76,,
SAC,0,91648,127.574646,,,
SAC,0,91648,,,,
SAC,0,91648,,,,
SAC,0,91648,,,,
SAC,0,91648,,,,
SAC,0,91648,,,,
SAC,0,91648,,,,
SAC,0,91680,,,1.0,0.0
SAC,0,91760,,,1.0,0.0
SAC,0,91851,,,1.0,0.0
SAC,0,91916,,,1.0,0.0
SAC,0,91944,,,1.0,0.0
SAC,0,91916,,161.94,,
SAC,0,91916,126.27897,,,
SAC,0,91916,,,,
SAC,0,91916,,,,
SAC,0,91916,,,,
SAC,0,91916,,,,
SAC,0,91916,,,,
SAC,0,91916,,,,
SAC,0,92114,,,1.0,0.0
SAC,0,92314,,,0.0,1.0
SAC,0,92497,,,1.0,0.0
