#{"t_start": 1777925999.046383, "env_id": "highway-v0"}
r,l,t
1.357941,3,19.97664
3.778137,6,20.175193
3.036532,5,20.341466
2.534103,4,20.469169
0.79723,2,20.543894
2.187302,4,20.671051
1.481642,3,20.768975
2.198629,4,20.891402
3.043642,5,21.06123
0.748384,2,21.12813
1.451435,3,21.227202
1.461517,3,21.323551
0.0,1,21.373053
0.859934,2,21.436755
1.387173,3,21.535344
5.795632,9,21.822784
8.732374,13,22.242474
5.344303,8,22.475651
2.242504,4,22.599027
4.442327,7,22.817216
1.516788,3,22.92344
5.295795,8,23.177379
2.133333,4,23.304961
0.840303,2,23.379925
5.28026,8,23.637687
0.845701,2,23.718957
2.133333,4,23.849218
1.505242,3,23.951819
0.730054,2,24.028438
6.315316,9,24.324869
2.376448,4,24.450182
6.972767,10,24.751928
3.068637,5,24.918258
3.80806,6,25.10109
2.568179,4,25.223332
3.763019,6,25.413128
2.984395,5,25.585655
2.975126,5,25.735568
2.833055,5,25.904259
2.230571,4,26.029763
4.880289,7,26.249699
0.733333,2,26.320775
0.880501,2,26.384532
1.542103,3,26.48065
3.698174,6,26.667334
4.556782,7,26.878331
0.728389,2,26.942664
5.876225,9,27.219665
1.653314,3,27.326624
0.0,1,27.36642
2.19906,4,27.495982
3.306417,5,27.650146
0.0,1,27.70093
1.623293,3,27.798596
2.374996,4,27.925341
3.2451,5,28.080424
2.089064,4,28.222054
0.733333,2,28.287884
1.407189,3,28.386614
2.462898,4,28.510279
4.653114,7,28.724961
1.594786,3,28.823725
10.496216,15,29.284755
3.015219,5,29.435188
1.703673,3,29.547147
2.928888,5,29.701715
5.230646,8,29.941186
2.133333,4,30.083487
7.940783,11,30.412826
12.184341,16,30.883859
3.711987,6,31.073734
2.969278,5,31.223353
8.024663,11,31.555056
7.015466,10,31.917769
0.831932,2,32.016308
7.183199,10,32.44164
4.791928,7,32.741543
2.133333,4,32.919252
6.17209,9,33.314044
2.994181,5,33.550807
0.0,1,33.615694
3.771362,6,33.875036
9.178183,12,34.375061
5.363535,8,34.729297
0.666667,2,34.83128
6.196677,9,35.276308
1.430376,3,35.408437
1.560438,3,35.540084
6.065703,9,35.91599
0.776507,2,36.001507
0.0,1,36.057406
3.936569,6,36.309024
2.264162,4,36.491568
3.997046,6,36.751446
1.682306,3,36.883962
12.972541,17,37.584887
2.898726,5,37.815113
2.990584,5,38.035172
0.666667,2,38.139543
0.771208,2,38.237897
1.511732,3,38.377445
5.218984,8,38.718915
1.363253,3,38.863212
2.355429,4,39.044683
2.131991,4,39.230719
6.656499,10,39.665127
3.159064,5,39.874915
14.281282,19,40.672104
2.066667,4,40.858235
3.012123,5,41.088423
2.066667,4,41.265465
0.855026,2,41.358893
3.775602,6,41.621066
2.332138,4,41.78794
11.1233,16,42.457242
7.414756,11,42.913677
11.261499,15,43.547502
6.235894,9,43.91158
2.444157,4,44.093389
18.255145,24,45.116108
14.98882,22,46.032026
5.409343,8,46.388238
12.543165,18,47.154173
11.865511,16,47.830195
7.263025,11,48.329692
10.473019,14,48.912032
3.989039,6,49.169115
12.386917,17,49.869348
8.436449,12,50.379656
6.299372,9,50.755501
15.715062,21,51.633375
16.294158,21,52.515858
3.859516,6,52.778075
17.573813,22,53.67344
8.680932,12,54.190631
38.962679,49,56.192716
2.196328,4,56.38346
16.512807,23,57.325554
28.710434,36,58.840993
23.248894,29,60.064982
44.687561,60,62.664848
5.989203,9,63.042025
43.905509,55,65.315647
20.984611,30,66.515826
31.404544,36,68.021928
18.980497,24,69.018352
12.993087,17,69.725226
17.548822,22,70.669852
12.103087,15,71.302437
17.261709,24,72.311523
28.777377,36,73.836427
18.564048,25,74.925361
27.620105,35,76.378001
67.175262,92,80.175384
14.743337,19,80.949057
148.777891,200,89.179986
19.366361,25,90.224379
18.308085,23,91.174482
21.381965,27,92.301021
21.874813,28,93.454189
24.025256,30,94.700852
17.46865,23,95.636327
30.35308,40,97.294896
32.972977,42,99.096246
133.326341,189,107.062137
41.832727,50,109.138409
18.647912,25,110.17605
115.434444,164,117.046026
25.771201,34,118.464233
141.909895,200,126.820743
32.054303,43,128.57896
14.217654,18,129.338405
22.389554,29,130.527394
140.784621,200,138.656711
150.042261,200,147.081552
141.606938,200,155.298767
141.086736,200,163.649236
139.658894,200,171.780074
140.882618,200,180.091417
140.777856,200,188.272127
23.522484,30,189.528425
143.510308,200,197.802536
140.918363,200,263.310616
29.562495,36,264.785231
139.726983,185,272.452051
42.20561,57,274.760329
118.711598,159,281.310199
152.578772,200,289.638399
137.213383,181,297.150774
151.104208,200,305.368403
157.159402,200,313.523174
147.272994,200,321.821588
149.433735,200,330.128441
145.347377,200,338.358548
148.113703,200,346.619656
147.977094,200,354.856223
148.231218,200,363.081969
143.649985,200,371.484361
147.285518,200,379.781153
143.073232,200,388.178272
148.344642,200,396.274845
147.858478,200,404.579633
146.588106,200,412.619564
150.159414,200,420.799514
145.145272,200,429.179801
148.710138,200,437.418869
126.551455,172,444.599628
149.099315,200,453.18048
150.26226,200,461.414767
150.905109,200,522.302172
144.027425,200,530.540628
155.119301,200,538.73229
153.330875,200,547.01515
42.321845,55,549.286186
153.30938,200,557.661801
100.035428,141,563.477767
157.325526,200,571.686298
151.978254,200,579.834541
147.147069,200,588.096125
150.299753,200,596.331799
12.799266,16,597.1021
146.830937,200,605.365449
149.297313,200,613.616618
150.1737,200,621.991224
152.524329,200,630.277641
145.509954,200,638.524402
153.679436,200,646.66976
155.154867,200,654.936417
155.103431,200,663.172276
151.684439,200,671.328208
146.200607,200,679.652887
156.649276,200,688.120033
9.267295,13,688.694753
147.226611,200,697.018973
152.519893,200,705.243075
149.411327,200,713.417576
151.668256,200,721.588141
147.871216,200,789.523327
77.755211,104,793.886783
108.863654,138,799.564658
152.981285,200,807.680643
76.803036,99,811.738632
145.415607,200,820.050936
13.409819,18,820.798464
10.962912,15,821.440888
148.490517,200,829.723614
152.561824,200,838.073552
156.340753,200,846.326825
151.341972,200,854.600017
55.582253,75,857.749684
151.863702,200,865.842473
11.718561,14,866.429035
155.695438,200,874.898808
39.605699,51,876.961921
145.331794,200,885.485768
33.404822,43,887.237483
93.413856,125,892.413546
12.81445,18,893.150848
26.639469,33,894.507944
109.021626,149,900.64994
151.546224,200,908.860646
146.553277,200,917.175337
146.024264,200,925.711746
153.022951,200,934.289613
16.527298,24,935.340554
150.490566,200,943.976576
151.576243,200,952.910547
149.183011,200,961.859843
152.655037,200,970.551967
154.003601,200,979.199011
145.551825,200,987.76239
146.560875,189,1047.456192
10.41182,13,1048.007473
155.455297,200,1056.382895
19.830064,27,1057.513235
99.591193,130,1062.979502
157.628784,200,1071.510769
85.239224,112,1076.330713
128.730052,170,1083.685681
146.252547,200,1092.261279
149.910558,200,1100.735223
44.958476,58,1103.224228
94.017167,124,1108.674267
155.849902,200,1117.422318
91.496931,126,1122.914168
155.274991,200,1131.645078
44.795924,53,1133.917029
151.218771,200,1142.47114
14.495761,18,1143.297645
147.838612,200,1151.785358
102.756904,127,1157.259009
147.542275,200,1165.808202
151.422751,200,1174.622998
16.498094,19,1175.437921
143.680442,200,1184.157175
19.131008,22,1185.091707
153.447556,200,1193.737255
153.290738,200,1202.451561
85.63141,109,1207.131788
156.544332,200,1215.560357
153.388802,200,1224.03977
18.61284,21,1224.911196
29.455167,35,1226.407349
22.292529,28,1227.586749
155.296106,200,1236.281121
154.141663,200,1244.710581
140.597613,200,1253.117517
119.965973,152,1301.399276
157.235826,200,1309.859611
72.749005,94,1313.88644
85.705809,118,1318.889109
104.932849,134,1324.488175
65.352735,79,1327.79877
153.585222,200,1336.102383
31.592088,38,1337.669376
143.876322,179,1345.290792
15.847523,18,1346.04553
129.089452,165,1353.048496
112.841329,149,1359.199554
149.432904,200,1367.618754
78.382897,98,1371.658246
62.796604,81,1375.051739
134.969022,175,1382.41489
152.659096,200,1390.817999
150.126401,200,1399.207658
147.097268,200,1407.689928
149.269,200,1416.087424
153.246788,200,1424.529553
154.967473,200,1433.104405
151.996093,200,1441.474351
134.531866,192,1449.607408
154.847245,200,1458.000853
149.606369,200,1466.424038
17.287869,21,1467.316226
36.698459,47,1469.274883
150.843411,200,1477.777045
116.415784,146,1483.884276
153.639832,200,1492.290819
31.30397,39,1493.982956
20.48863,26,1495.098656
141.837115,200,1503.569769
155.356918,200,1559.398798
152.389118,200,1567.857493
154.433325,200,1576.327467
155.568079,200,1584.734029
153.435559,200,1593.26637
154.147003,200,1601.665052
152.366647,200,1609.967229
115.962276,154,1616.425392
153.089278,200,1624.860581
152.650996,200,1633.340643
154.809048,200,1641.741503
145.996635,200,1650.169245
18.968936,23,1651.148229
11.606995,15,1651.785198
22.008325,29,1653.013475
151.993272,200,1661.289435
150.942523,200,1669.754564
15.561494,19,1670.573796
159.074055,200,1678.99911
148.892699,200,1687.324686
113.070747,157,1693.877238
147.063553,200,1702.085144
148.067172,200,1710.444256
16.314595,20,1711.292054
19.629171,25,1712.328634
147.369228,200,1720.737374
31.011997,38,1722.343067
150.986611,200,1730.789102
119.033235,156,1737.172912
43.220495,54,1739.423943
93.547312,123,1744.592721
149.776071,200,1753.09764
143.760815,200,1761.5666
152.318895,200,1811.793872
15.548024,18,1812.552151
147.851438,200,1820.808091
146.206539,200,1829.179603
143.179297,200,1837.648655
156.327018,200,1846.100481
147.121006,200,1854.503744
162.526656,200,1862.910189
21.815804,28,1864.082032
98.991577,131,1869.572999
20.138095,25,1870.636135
154.722489,200,1879.077426
113.936547,149,1885.398168
139.786268,200,1893.859707
150.381246,200,1902.353802
77.248842,110,1906.978165
155.384979,200,1915.563224
140.69093,192,1923.681176
143.017884,199,1932.003811
150.372785,200,1940.476724
148.35873,200,1948.826335
151.946593,200,1957.116238
150.009941,200,1965.592323
150.197425,200,1973.954319
93.707878,132,1979.545291
148.374656,200,1987.866447
153.270152,200,1996.223701
60.842722,81,1999.662276
40.158466,48,2001.668275
143.691124,200,2010.099153
152.205663,200,2018.552703
152.755658,200,2049.090584
152.372708,200,2057.521881
63.039298,78,2060.843761
150.650525,200,2069.258957
16.849344,21,2070.16247
155.795061,200,2078.505373
159.339146,200,2086.826628
157.181164,200,2095.346989
153.631548,200,2103.734615
77.631303,96,2107.86756
152.232704,200,2116.288454
82.30031,105,2120.650594
162.3531,200,2129.066
156.06358,200,2137.626601
144.33737,200,2146.07547
144.07197,200,2154.464198
151.174288,200,2162.748666
157.379501,200,2171.279572
151.556024,200,2179.752731
77.950345,95,2183.756095
149.142952,200,2192.20806
144.457707,200,2200.604918
160.269107,200,2209.004391
146.070882,200,2217.54134
150.891836,200,2226.126166
108.219095,132,2231.604604
46.805379,56,2233.949946
152.101064,200,2242.31338
153.139496,200,2250.77329
146.854136,200,2309.835268
151.354391,200,2318.271167
161.951751,200,2326.542377
145.875055,200,2334.942287
158.410637,200,2343.530573
153.316085,200,2352.064523
152.0092,200,2360.695008
143.845192,200,2369.331004
144.602349,189,2377.470311
154.661572,200,2386.135615
154.763745,200,2394.892641
148.224126,200,2403.493712
148.912016,200,2412.020778
152.113937,200,2420.397614
149.609488,200,2428.970802
156.524997,200,2437.619982
149.752497,200,2446.146315
145.720056,200,2454.702431
84.756437,106,2459.190263
147.12825,200,2467.449606
153.089712,200,2476.068644
150.529949,200,2484.601623
155.234852,200,2493.069347
154.214242,200,2501.731023
149.243658,200,2510.385214
153.694575,200,2572.161978
154.910579,200,2580.621308
150.979651,200,2589.414292
154.192071,200,2597.933941
159.123277,200,2606.588223
27.519986,33,2608.016626
152.234999,200,2616.716179
153.186555,200,2625.321523
153.025513,200,2633.893963
144.141895,200,2642.343276
146.083326,200,2650.813115
153.924583,200,2659.326146
154.419774,200,2667.940386
161.086453,200,2676.533124
151.65923,200,2685.005662
150.101198,200,2693.62813
151.888154,200,2702.045012
159.241512,200,2710.562636
154.985405,200,2718.816996
152.624089,200,2727.320971
152.561425,200,2735.957483
146.628427,200,2744.584289
154.860917,200,2753.029291
29.076034,32,2754.355651
151.775941,198,2762.636623
145.374194,200,2770.95906
152.637904,200,2779.364091
152.375449,200,2838.099766
33.885315,40,2839.726421
27.919537,34,2841.167002
155.417579,200,2849.540463
156.393991,200,2857.876093
154.549817,200,2866.416172
149.743419,200,2875.105508
152.143458,200,2883.539716
155.839896,200,2891.907396
148.38713,200,2900.544255
47.363748,60,2903.203236
155.704092,200,2912.061127
148.684171,200,2920.84265
152.443735,200,2929.457254
146.906789,190,2937.667966
147.656403,200,2946.193253
129.814448,170,2953.466537
131.342828,166,2960.425238
156.897826,200,2968.85814
120.253255,153,2975.217513
154.980742,200,2983.442656
163.0402,200,2991.789966
104.575719,130,2997.27239
29.045941,34,2998.686816
28.178705,36,3000.179779
148.510721,200,3008.578161
17.064279,20,3009.434788
84.489481,115,3014.237926
157.896439,200,3022.573719
38.795057,47,3024.511189
12.414538,14,3025.095341
149.268878,200,3033.489155
10.82547,12,3033.99756
153.942038,200,3042.463798
154.485155,200,3111.64597
36.158892,39,3113.257783
152.519526,200,3121.773533
157.616434,200,3130.296191
155.000815,200,3138.826168
15.6964,20,3139.681478
48.533904,64,3142.414892
153.3341,200,3151.043234
153.785121,200,3159.536134
152.426591,200,3167.936054
151.972155,200,3176.444694
155.822747,200,3184.714797
80.791368,98,3188.875169
13.558489,16,3189.537933
55.961546,73,3192.602545
29.170345,36,3194.080865
149.731018,200,3202.468087
153.688606,200,3210.791933
156.895334,200,3219.015508
149.877657,200,3227.491959
145.166391,200,3236.060133
154.121351,200,3244.484595
155.644894,200,3252.813454
34.674617,43,3254.593374
164.368228,200,3263.006561
91.695508,119,3267.999964
162.060055,196,3276.119991
151.604883,200,3284.697081
154.236885,200,3293.044654
156.720583,200,3301.323901
147.155766,200,3309.707334
154.510057,200,3340.338688
16.016526,19,3341.16417
162.714693,200,3349.643468
30.31844,38,3351.270597
144.501549,200,3360.003434
29.256846,33,3361.387146
163.182238,200,3369.719141
158.976691,200,3378.279003
153.648102,200,3386.672111
152.02528,200,3395.131551
152.839137,200,3403.47717
153.579303,200,3412.028315
152.567748,200,3420.520335
134.166244,172,3427.817983
85.489322,112,3432.583291
23.304842,28,3433.79588
135.091616,171,3441.043744
153.481416,200,3449.54858
153.14772,200,3457.945918
8.608798,11,3458.425631
158.637402,200,3466.769367
152.33454,200,3475.098778
156.883419,200,3483.275732
10.954924,12,3483.781783
154.944104,200,3492.256232
153.482463,200,3500.472412
149.167521,200,3508.839043
52.538268,62,3511.466324
152.470807,200,3519.815417
155.15532,200,3528.109218
144.579175,200,3536.521554
153.161039,200,3544.965294
84.994502,115,3605.465137
162.897395,200,3613.907777
155.361208,200,3622.19929
159.621976,200,3630.558072
151.713912,200,3638.839246
112.210693,148,3645.09023
91.460968,109,3649.658427
148.248973,200,3658.061676
158.573423,200,3666.438087
152.273789,200,3674.722684
152.57272,200,3683.160935
163.01631,200,3691.531235
147.001045,200,3699.895653
80.015462,105,3704.264819
158.515292,200,3712.746621
156.624252,200,3721.235523
151.329369,200,3729.853402
157.951182,200,3738.344918
31.306879,35,3739.828242
62.863818,81,3743.159148
154.165258,200,3751.50804
156.3705,200,3759.967847
152.05256,200,3768.27457
150.539118,200,3776.722917
155.078088,200,3785.208406
155.925143,200,3793.541545
161.00626,200,3801.931756
159.398387,200,3810.497365
155.433892,200,3871.254437
155.782901,200,3879.857854
39.173567,50,3881.968075
144.354791,195,3890.475275
162.031566,200,3899.034632
133.801461,161,3906.247951
157.206532,200,3914.923573
151.868526,200,3923.553819
155.623188,200,3932.180608
161.948171,200,3940.726569
9.025537,11,3941.216276
158.125411,200,3949.927572
149.870708,200,3958.667767
154.997464,200,3967.360266
99.401768,126,3972.611212
155.330616,200,3981.0356
151.687418,200,3989.426767
158.948603,200,3997.877513
156.255293,200,4006.369236
152.160372,200,4014.670899
156.017667,200,4023.093689
63.127936,80,4026.427962
158.369077,200,4034.776337
162.209655,200,4043.146242
21.287701,24,4044.156179
109.111964,146,4050.30305
153.123017,200,4058.60678
151.553447,200,4066.96458
157.30064,200,4075.587088
154.809614,200,4139.045576
152.253041,200,4147.297342
150.532831,200,4155.716363
149.036172,200,4164.019656
152.487248,200,4172.570852
161.038754,200,4180.920961
155.934016,200,4189.377776
167.717565,200,4197.727136
54.11521,62,4200.31716
144.583758,200,4208.711377
120.796375,157,4215.282809
52.528213,69,4218.293103
154.863615,200,4226.540885
147.518788,184,4234.068211
158.54204,200,4242.411739
151.844171,200,4250.823243
161.096366,200,4259.302352
154.329883,200,4267.777102
156.40518,200,4276.123518
83.786534,105,4280.572229
153.766325,200,4288.880296
157.435454,200,4297.392092
161.600277,200,4305.730743
158.547852,200,4314.091094
105.640121,137,4319.986597
156.734745,200,4328.301529
158.052088,200,4336.655598
154.197783,200,4345.124004
121.370305,156,4411.967453
151.188082,200,4420.575943
158.967583,200,4429.040816
158.796494,200,4437.473817
155.887583,200,4445.93401
166.790467,200,4454.412758
164.130842,200,4462.895055
153.905609,200,4471.421648
161.297319,200,4480.021526
155.530817,200,4488.667992
155.498256,200,4497.213548
117.836187,152,4503.602438
156.591633,200,4512.058347
133.597235,168,4519.148617
158.213254,200,4527.579912
157.180157,200,4535.907704
68.476776,86,4539.518043
150.928102,200,4548.026062
158.044472,200,4556.34222
153.501638,200,4564.541389
163.704971,200,4572.937378
158.912431,200,4581.52708
156.434874,200,4589.96055
159.917239,200,4598.256147
152.414661,200,4606.645855
148.197359,200,4614.989648
159.932107,200,4678.764808
155.484696,200,4687.155073
158.780349,200,4695.547606
157.05833,200,4703.814773
149.29147,200,4712.192732
33.718975,38,4713.766646
107.625684,143,4719.787134
161.844513,200,4728.204765
91.423713,116,4733.054798
120.155837,149,4739.515211
160.825759,200,4747.910914
163.270388,200,4756.365395
159.866052,200,4764.788996
152.699879,200,4773.076079
162.90703,200,4781.568871
154.865408,200,4789.9777
155.880677,200,4798.316362
105.173879,133,4803.950569
158.820362,200,4812.312745
139.989469,200,4820.830872
155.839156,200,4829.091898
167.278882,200,4837.463616
34.027167,40,4839.188862
76.152765,92,4843.173506
156.584043,200,4851.963004
157.594837,200,4860.58355
155.564604,200,4869.994981
18.146413,21,4870.903942
157.973939,200,4879.594876
159.398801,200,4941.699451
159.308076,200,4950.429795
158.211543,200,4959.180605
155.549358,200,4967.808527
74.26608,95,4971.908172
154.99235,200,4980.568364
157.331863,200,4989.177096
173.682345,200,4997.882705
164.19832,200,5006.440506
165.057286,200,5015.133699
72.260299,85,5018.808489
162.61534,200,5027.61131
154.725963,200,5036.172361
158.278225,200,5044.48059
152.913974,200,5053.026682
157.518971,200,5061.777349
146.163634,195,5070.231347
154.775672,200,5078.883341
153.510548,200,5087.512678
156.777438,200,5096.044592
154.917678,200,5104.752217
163.752952,200,5113.388518
160.297577,200,5121.969084
45.988791,57,5124.406355
157.294862,200,5133.003926
29.876099,37,5134.562799
156.188626,200,5143.086475
167.071234,200,5151.536553
