#{"t_start": 1777920783.0662785, "env_id": "highway-v0"}
r,l,t
152.698979,200,4333.971073
154.857456,200,4342.38247
156.902543,200,4350.586247
159.166011,200,4358.812552
148.953229,200,4367.207861
162.366834,200,4423.095299
142.923955,179,4430.571516
153.367355,200,4438.720713
153.270967,200,4447.204322
157.532291,200,4455.448402
153.686191,200,4463.778991
158.720686,200,4472.081693
80.043321,100,4476.219324
153.753238,200,4484.561291
21.896056,25,4485.586162
156.797765,200,4493.822996
153.525139,200,4502.436617
110.891154,137,4508.267733
157.662271,200,4516.937179
152.716418,200,4525.678122
23.241972,27,4526.822165
154.877951,200,4535.413447
158.909576,200,4543.956695
98.200274,123,4549.247821
57.099207,72,4552.321243
161.310679,200,4560.922507
152.498195,200,4569.536651
159.498498,200,4578.241201
99.318348,122,4583.41214
132.669429,167,4590.648073
159.572298,200,4599.309861
2.643022,4,4599.48825
153.353548,200,4608.074399
154.329653,200,4616.702424
100.0805,115,4621.723032
67.36445,75,4624.969289
153.807128,200,4633.522931
153.242416,200,4698.171783
153.940079,200,4706.923417
32.545751,36,4708.443762
155.054205,200,4717.037246
149.280473,200,4725.629122
27.693035,31,4726.977052
151.901814,200,4735.792454
28.383851,33,4737.210688
144.315137,200,4746.041553
157.801778,200,4754.635814
136.491767,174,4762.182412
27.419195,32,4763.545
65.901852,80,4766.955635
70.808595,91,4770.903421
58.255454,65,4773.605648
24.469797,28,4774.786101
142.208674,170,4781.975616
156.11124,200,4790.410669
145.100562,183,4798.057161
144.82466,200,4806.556196
156.152724,200,4815.023808
151.403729,200,4823.44986
150.714737,200,4831.720054
134.54352,154,4838.230481
161.621428,200,4846.712219
22.080207,27,4847.868601
155.161659,200,4856.424528
160.529962,200,4864.858108
151.523403,200,4873.095872
159.447839,200,4881.428889
155.091119,200,4889.873501
154.695547,200,4898.200894
153.394259,200,4958.62877
152.614799,200,4966.897715
149.161609,200,4975.173127
151.750135,200,4983.575496
161.819419,200,4991.99442
120.023225,148,4998.054502
162.621757,200,5006.26489
156.331304,200,5014.562548
157.684439,200,5022.790284
122.858096,155,5029.248353
71.683109,85,5032.856961
161.719534,200,5041.210452
155.452984,200,5049.583251
153.993487,200,5057.890325
20.434254,23,5058.838061
155.904229,200,5067.092925
14.452181,17,5067.80582
157.036378,200,5076.185751
156.046565,200,5084.520378
165.854794,200,5092.854826
151.949793,200,5101.147577
30.226229,37,5102.68391
156.228532,200,5111.083441
70.000483,91,5114.776535
161.733666,200,5123.226342
160.209528,200,5131.486704
159.008347,200,5139.66471
93.761878,117,5144.536154
153.892704,200,5152.938129
78.796779,93,5156.752313
83.809882,105,5161.09601
