#{"t_start": 1777931210.141738, "env_id": "highway-v0"}
r,l,t
127.860879,136,2792.315372
75.643491,80,2795.597
151.398296,200,2803.960189
104.805523,120,2809.073858
59.15261,62,2811.727913
151.36866,200,2819.956918
86.37434,96,2823.992991
51.383753,53,2826.183007
116.761808,135,2831.872707
40.110941,45,2833.743544
165.168163,200,2842.190894
27.186593,34,2843.599644
55.609754,58,2846.074114
87.856711,110,2850.716697
170.836824,200,2859.184198
151.779876,200,2867.848712
149.485026,200,2876.240944
43.498085,46,2878.18018
33.611144,41,2879.874804
156.984315,200,2888.336526
38.048151,53,2890.533925
26.752882,32,2891.880631
167.043851,200,2900.506071
92.097942,111,2905.152135
162.640825,190,2913.159917
125.067473,149,2919.535336
158.271884,200,2927.910741
169.976684,200,2936.448623
65.62866,70,2939.428063
58.907876,61,2942.021673
27.767302,30,2943.271463
149.600891,200,2951.704195
183.403319,193,2959.793494
161.752359,186,2967.818944
151.688905,200,2976.378843
42.206956,53,2978.652279
98.830011,132,2984.237387
163.592776,200,2992.662924
169.058986,200,3049.430649
105.986517,126,3054.703898
156.172251,200,3063.022074
31.938139,35,3064.467564
76.59355,100,3068.660569
158.480308,200,3076.94414
159.656542,200,3085.192706
21.359653,23,3086.161785
19.777728,23,3087.108577
158.298124,200,3095.798354
108.370278,134,3101.329608
32.713441,35,3102.79245
153.50586,200,3111.253618
163.962795,200,3119.612131
37.411623,42,3121.394294
60.596297,62,3124.02218
26.855614,30,3125.261707
117.338917,135,3131.035888
54.283681,69,3134.039305
156.589526,200,3142.664145
162.552457,200,3151.375795
156.66916,200,3160.117768
45.585967,53,3162.456234
148.197216,200,3171.037191
158.313568,200,3179.635861
181.165966,200,3188.170093
154.571293,200,3196.697019
159.513659,200,3205.276872
156.945592,200,3213.789916
167.088493,200,3222.112781
125.269529,152,3228.656414
152.888832,200,3237.059213
163.760349,200,3245.530231
163.200206,184,3253.410927
151.537654,200,3311.546439
159.741679,200,3319.900779
158.835366,200,3328.147363
163.425569,200,3336.615006
156.530063,200,3345.204751
154.019211,200,3353.452148
125.973182,165,3360.565445
155.420755,200,3368.975856
170.243259,200,3377.565005
152.411549,200,3386.078967
162.03896,200,3394.67005
155.977858,200,3403.225372
150.681142,170,3410.374706
150.977876,200,3418.629982
85.402746,106,3423.180512
149.579878,200,3431.522667
170.994527,200,3440.027206
160.427252,200,3448.547776
164.90913,200,3456.916915
156.170886,200,3465.502154
162.250902,200,3473.942965
147.141974,200,3482.319432
171.465599,200,3490.798958
165.545022,200,3499.271432
155.562808,200,3507.739454
156.287168,200,3516.256234
62.937356,76,3519.442336
13.741204,16,3520.1343
162.964957,200,3578.939093
154.99299,200,3587.159296
155.484593,200,3595.566685
52.00081,57,3597.904626
135.850284,175,3605.437519
151.77102,200,3613.697358
88.834071,112,3618.515593
176.700854,200,3626.871831
166.742948,200,3635.287345
105.678037,136,3640.963277
162.737354,200,3649.322686
153.201197,200,3657.644299
149.385846,200,3666.297189
159.775936,200,3674.648349
154.229498,200,3682.992481
162.191491,200,3691.371721
39.118856,43,3693.211908
157.992692,200,3701.721569
151.390992,200,3710.26017
89.014743,116,3715.145239
102.726359,131,3720.578907
179.247434,200,3728.892236
154.858896,196,3737.127238
162.681568,200,3745.696107
35.728083,40,3747.355536
153.411896,200,3755.797949
170.605366,200,3764.275994
178.410912,200,3772.688507
151.892209,200,3781.137954
153.145924,200,3836.781208
159.791578,185,3844.579915
128.366319,141,3850.536978
163.358944,200,3858.851313
77.278269,87,3862.477726
151.717209,200,3870.880688
161.864736,200,3879.19501
159.975893,200,3887.53128
163.913215,200,3895.908248
28.141442,34,3897.325664
107.943979,132,3902.912404
168.542797,200,3911.37504
150.083659,200,3919.758822
156.980762,200,3928.181573
165.125281,200,3936.631445
43.387599,50,3938.695004
158.080488,200,3947.155172
74.925338,92,3950.949568
156.943934,200,3959.415846
157.457607,200,3968.022877
166.625398,200,3976.452414
50.432942,52,3978.655782
20.805992,25,3979.737232
165.966644,200,3988.145637
125.88791,167,3995.242634
153.309391,200,4003.748106
156.944086,200,4012.238464
163.184574,200,4020.944682
115.633811,140,4026.795788
173.394738,200,4035.277358
164.87499,200,4090.290784
158.002325,200,4098.680418
30.647996,33,4100.07099
149.19272,200,4108.495914
152.580866,200,4116.923559
77.619101,101,4121.184918
184.304118,200,4129.530865
157.371017,200,4137.771323
162.553851,200,4146.188668
129.415549,167,4153.372982
158.533783,200,4161.730235
159.579681,200,4170.310579
154.199047,200,4179.036084
140.170305,160,4185.759801
150.161412,200,4194.184688
182.198749,200,4202.575449
153.851871,200,4211.002116
33.829261,38,4212.551341
169.38789,200,4221.040944
159.123316,200,4229.702656
89.0306,105,4234.12916
166.310729,200,4242.761235
150.558827,200,4251.003075
167.276536,200,4259.371552
157.010422,200,4267.748223
163.869013,200,4276.201296
40.619323,42,4277.956845
108.219917,131,4283.456697
176.634804,200,4291.798543
152.767946,200,4360.47499
15.219125,18,4361.215488
157.467266,200,4369.623469
151.581939,200,4378.210797
159.979819,200,4386.626295
77.128138,86,4390.293788
32.75955,40,4391.98333
152.466604,200,4400.564851
162.296554,200,4408.939451
169.060831,200,4417.52534
31.939459,35,4419.003132
168.195392,200,4427.509274
43.14247,53,4429.719449
156.58079,200,4438.29572
150.796568,200,4446.652958
153.857293,200,4455.117009
134.523879,163,4461.966245
147.633294,200,4470.39749
141.834601,191,4478.382696
158.618708,200,4486.838324
161.988791,200,4495.155311
159.171766,200,4503.596339
181.30067,200,4512.00057
161.420902,200,4520.45909
150.832059,195,4528.926759
153.44127,200,4537.555341
174.880275,200,4546.212337
69.515502,75,4549.47046
161.738449,200,4558.521415
171.244031,200,4567.261734
41.667501,54,4569.627258
162.855985,200,4632.659005
171.68578,200,4641.297356
58.076709,67,4644.268055
155.111127,200,4652.906878
155.182813,200,4661.605141
148.297089,200,4670.338094
170.693363,200,4679.049811
154.515082,200,4687.775626
74.969722,95,4691.71142
160.663536,200,4700.045209
167.112958,200,4708.475103
78.5421,90,4712.323853
159.690074,200,4720.696306
46.260476,49,4722.772462
147.705721,200,4731.222346
161.613853,200,4739.585639
155.030386,200,4747.954574
163.520645,200,4756.288872
158.018546,200,4764.691607
177.103368,200,4773.162543
184.858205,197,4781.56001
70.461553,74,4784.647726
74.675724,82,4788.175528
146.385516,200,4796.538149
173.572189,200,4805.031823
155.685648,200,4813.485337
152.236627,200,4821.932959
151.749059,200,4830.467142
158.938432,200,4883.671584
168.643006,200,4892.074192
73.407209,82,4895.530585
157.920085,187,4903.372996
159.209501,200,4911.857927
178.965157,200,4920.412819
153.931534,200,4928.78861
84.883796,106,4933.23161
13.507182,17,4933.950294
153.981577,200,4942.396305
175.523927,200,4950.905262
105.250266,113,4955.616832
18.391054,22,4956.562894
194.077075,200,4965.152333
158.063739,200,4973.66138
49.617819,55,4975.995196
169.019896,200,4984.453731
163.717251,200,4992.890987
151.286439,200,5001.295983
155.563788,200,5009.698977
160.39249,200,5018.231378
151.974226,200,5026.666788
56.444082,63,5029.322344
156.041691,200,5037.752198
172.034065,200,5046.189826
148.552597,200,5054.576781
153.429048,200,5062.970737
157.938087,200,5071.237591
81.618787,107,5075.832864
191.016405,200,5084.164861
165.232472,200,5092.618974
